"Author";"Class";"Name";"ShortName";"Value"
"VALLE D";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"VALLE D";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"0"
"VALLE D";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"37"
"VALLE D";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"VALLE D";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"VALLE D";"Zika";"Total Citations";"Citations";"64"
"VALLE D";"Zika";"Citations per Paper";"CitationRate";"16"
"VALLE D";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"5"
"VALLE D";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"4"
"VALLE D";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0"
"VALLE D";"Zika";"Total Papers";"Papers";"4"
"VALLE D";"Zika";"Papers with International Affiliations";"PapersINTL";"0"
"VALLE D";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0"
"VALLE D";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"VALLE D";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"VALLE D";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"0"
"VALLE D";"All";"Author affiliations";"Affiliation";"CNPQ;FIOCRUZ;FIOCRUZ MS;FIOCRUZ RJ;IBEX;INCT EM;UFRJ;-"
"VALLE D";"All";"Authos afilliation states";"State";"RJ;-;MS"
"VALLE D";"All";"Author affiliation regions";"Region";"SE;CO"
"VALLE D";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to both"
"VALLE D";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"MIYAJIMA F";"Pre-Outbreak";"Most Common Journal Area";"TopField";"GENETICS & HEREDITY"
"MIYAJIMA F";"Pre-Outbreak";"Total Citations";"Citations";"982"
"MIYAJIMA F";"Pre-Outbreak";"Citations per Paper";"CitationRate";"37.77"
"MIYAJIMA F";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"10.85"
"MIYAJIMA F";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"0"
"MIYAJIMA F";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"8.21052631578947"
"MIYAJIMA F";"Pre-Outbreak";"Total Papers";"Papers";"19"
"MIYAJIMA F";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"19"
"MIYAJIMA F";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"1"
"MIYAJIMA F";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"21"
"MIYAJIMA F";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"MIYAJIMA F";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"MIYAJIMA F";"Post-Outbreak";"Most Common Journal Area";"TopField";"NEUROSCIENCES & NEUROLOGY"
"MIYAJIMA F";"Post-Outbreak";"Total Citations";"Citations";"207"
"MIYAJIMA F";"Post-Outbreak";"Citations per Paper";"CitationRate";"9.41"
"MIYAJIMA F";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"11.64"
"MIYAJIMA F";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2.31818181818182"
"MIYAJIMA F";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"5"
"MIYAJIMA F";"Post-Outbreak";"Total Papers";"Papers";"22"
"MIYAJIMA F";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"18"
"MIYAJIMA F";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.82"
"MIYAJIMA F";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"MIYAJIMA F";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.05"
"MIYAJIMA F";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"MIYAJIMA F";"Zika";"Most Common Journal Area";"TopField";"IMMUNOLOGY"
"MIYAJIMA F";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"0"
"MIYAJIMA F";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"0"
"MIYAJIMA F";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"MIYAJIMA F";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"0"
"MIYAJIMA F";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"0"
"MIYAJIMA F";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"MIYAJIMA F";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"MIYAJIMA F";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"0"
"MIYAJIMA F";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"0"
"MIYAJIMA F";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"MIYAJIMA F";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"0"
"MIYAJIMA F";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"0"
"MIYAJIMA F";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"MIYAJIMA F";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"MIYAJIMA F";"Zika";"Total Citations";"Citations";"0"
"MIYAJIMA F";"Zika";"Citations per Paper";"CitationRate";"0"
"MIYAJIMA F";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"10"
"MIYAJIMA F";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"3"
"MIYAJIMA F";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"1"
"MIYAJIMA F";"Zika";"Total Papers";"Papers";"1"
"MIYAJIMA F";"Zika";"Papers with International Affiliations";"PapersINTL";"1"
"MIYAJIMA F";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"1"
"MIYAJIMA F";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"2"
"MIYAJIMA F";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"MIYAJIMA F";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"0"
"MIYAJIMA F";"All";"Author affiliations";"Affiliation";"FIOCRUZ;FIOCRUZ CE;FIOCRUZ RJ;UFC"
"MIYAJIMA F";"All";"Authos afilliation states";"State";"RJ;CE"
"MIYAJIMA F";"All";"Author affiliation regions";"Region";"SE;NE"
"MIYAJIMA F";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to Zika through non-Zika"
"MIYAJIMA F";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"OLIVA G";"Pre-Outbreak";"Most Common Journal Area";"TopField";"CHEMISTRY"
"OLIVA G";"Pre-Outbreak";"Total Citations";"Citations";"4634"
"OLIVA G";"Pre-Outbreak";"Citations per Paper";"CitationRate";"27.1"
"OLIVA G";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"6.2"
"OLIVA G";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2.64150943396226"
"OLIVA G";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.226415094339623"
"OLIVA G";"Pre-Outbreak";"Total Papers";"Papers";"53"
"OLIVA G";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"8"
"OLIVA G";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.15"
"OLIVA G";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"40"
"OLIVA G";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"OLIVA G";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"OLIVA G";"Post-Outbreak";"Most Common Journal Area";"TopField";"CHEMISTRY"
"OLIVA G";"Post-Outbreak";"Total Citations";"Citations";"180"
"OLIVA G";"Post-Outbreak";"Citations per Paper";"CitationRate";"7.83"
"OLIVA G";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"9.48"
"OLIVA G";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"4.90909090909091"
"OLIVA G";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.545454545454545"
"OLIVA G";"Post-Outbreak";"Total Papers";"Papers";"22"
"OLIVA G";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"6"
"OLIVA G";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.27"
"OLIVA G";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"OLIVA G";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.22"
"OLIVA G";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"1"
"OLIVA G";"Zika";"Most Common Journal Area";"TopField";"BIOCHEMISTRY & MOLECULAR BIOLOGY"
"OLIVA G";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"0"
"OLIVA G";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"0"
"OLIVA G";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"OLIVA G";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"1"
"OLIVA G";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"1"
"OLIVA G";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"3"
"OLIVA G";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"OLIVA G";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"0"
"OLIVA G";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"0"
"OLIVA G";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"OLIVA G";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"58"
"OLIVA G";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"2"
"OLIVA G";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"63"
"OLIVA G";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"OLIVA G";"Zika";"Total Citations";"Citations";"65"
"OLIVA G";"Zika";"Citations per Paper";"CitationRate";"13"
"OLIVA G";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"11.2"
"OLIVA G";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"8.75"
"OLIVA G";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"1.75"
"OLIVA G";"Zika";"Total Papers";"Papers";"4"
"OLIVA G";"Zika";"Papers with International Affiliations";"PapersINTL";"2"
"OLIVA G";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.5"
"OLIVA G";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"4"
"OLIVA G";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"OLIVA G";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"1"
"OLIVA G";"All";"Author affiliations";"Affiliation";"USP"
"OLIVA G";"All";"Authos afilliation states";"State";"SP"
"OLIVA G";"All";"Author affiliation regions";"Region";"SE"
"OLIVA G";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to both"
"OLIVA G";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"BELTRAO-BRAGA PCB";"Pre-Outbreak";"Most Common Journal Area";"TopField";"CELL BIOLOGY"
"BELTRAO-BRAGA PCB";"Pre-Outbreak";"Total Citations";"Citations";"157"
"BELTRAO-BRAGA PCB";"Pre-Outbreak";"Citations per Paper";"CitationRate";"12.08"
"BELTRAO-BRAGA PCB";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"8.62"
"BELTRAO-BRAGA PCB";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"3.66666666666667"
"BELTRAO-BRAGA PCB";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.222222222222222"
"BELTRAO-BRAGA PCB";"Pre-Outbreak";"Total Papers";"Papers";"9"
"BELTRAO-BRAGA PCB";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"2"
"BELTRAO-BRAGA PCB";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.22"
"BELTRAO-BRAGA PCB";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"19"
"BELTRAO-BRAGA PCB";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"BELTRAO-BRAGA PCB";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"BELTRAO-BRAGA PCB";"Post-Outbreak";"Most Common Journal Area";"TopField";"CELL BIOLOGY"
"BELTRAO-BRAGA PCB";"Post-Outbreak";"Total Citations";"Citations";"942"
"BELTRAO-BRAGA PCB";"Post-Outbreak";"Citations per Paper";"CitationRate";"47.1"
"BELTRAO-BRAGA PCB";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"10.1"
"BELTRAO-BRAGA PCB";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2.3"
"BELTRAO-BRAGA PCB";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"2.05"
"BELTRAO-BRAGA PCB";"Post-Outbreak";"Total Papers";"Papers";"20"
"BELTRAO-BRAGA PCB";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"12"
"BELTRAO-BRAGA PCB";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.6"
"BELTRAO-BRAGA PCB";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"BELTRAO-BRAGA PCB";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.4"
"BELTRAO-BRAGA PCB";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"2"
"BELTRAO-BRAGA PCB";"Zika";"Most Common Journal Area";"TopField";"SCIENCE & TECHNOLOGY - OTHER TOPICS"
"BELTRAO-BRAGA PCB";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"1"
"BELTRAO-BRAGA PCB";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"0"
"BELTRAO-BRAGA PCB";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"4"
"BELTRAO-BRAGA PCB";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"1"
"BELTRAO-BRAGA PCB";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"0"
"BELTRAO-BRAGA PCB";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"1"
"BELTRAO-BRAGA PCB";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"BELTRAO-BRAGA PCB";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"3"
"BELTRAO-BRAGA PCB";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"0"
"BELTRAO-BRAGA PCB";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"687"
"BELTRAO-BRAGA PCB";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"22"
"BELTRAO-BRAGA PCB";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"0"
"BELTRAO-BRAGA PCB";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"3"
"BELTRAO-BRAGA PCB";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"BELTRAO-BRAGA PCB";"Zika";"Total Citations";"Citations";"736"
"BELTRAO-BRAGA PCB";"Zika";"Citations per Paper";"CitationRate";"92"
"BELTRAO-BRAGA PCB";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"13.5"
"BELTRAO-BRAGA PCB";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2.375"
"BELTRAO-BRAGA PCB";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"3"
"BELTRAO-BRAGA PCB";"Zika";"Total Papers";"Papers";"8"
"BELTRAO-BRAGA PCB";"Zika";"Papers with International Affiliations";"PapersINTL";"5"
"BELTRAO-BRAGA PCB";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.62"
"BELTRAO-BRAGA PCB";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"BELTRAO-BRAGA PCB";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"BELTRAO-BRAGA PCB";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"2"
"BELTRAO-BRAGA PCB";"All";"Author affiliations";"Affiliation";"INCTC;USP"
"BELTRAO-BRAGA PCB";"All";"Authos afilliation states";"State";"SP;-"
"BELTRAO-BRAGA PCB";"All";"Author affiliation regions";"Region";"SE"
"BELTRAO-BRAGA PCB";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to both"
"BELTRAO-BRAGA PCB";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"BARROS FC";"Pre-Outbreak";"Most Common Journal Area";"TopField";"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
"BARROS FC";"Pre-Outbreak";"Total Citations";"Citations";"12007"
"BARROS FC";"Pre-Outbreak";"Citations per Paper";"CitationRate";"48.22"
"BARROS FC";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"6.91"
"BARROS FC";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2.44094488188976"
"BARROS FC";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"1.59055118110236"
"BARROS FC";"Pre-Outbreak";"Total Papers";"Papers";"127"
"BARROS FC";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"51"
